college_code,college_name,branch_name,category,round,year,seat_type,cutoff_rank,source_file
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2AH,1,2026,Kalyana Karnataka,7413,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3BRH,1,2026,Kalyana Karnataka,7066,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GMH,1,2026,Kalyana Karnataka,4352,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,S1H,1,2026,Kalyana Karnataka,29782,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,1H,1,2026,Kalyana Karnataka,76290,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,1RH,1,2026,Kalyana Karnataka,83289,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,2AH,1,2026,Kalyana Karnataka,52828,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,2BH,1,2026,Kalyana Karnataka,71727,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,GMH,1,2026,Kalyana Karnataka,42301,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVIL ENGINEERING,S3H,1,2026,Kalyana Karnataka,65531,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,1H,1,2026,Kalyana Karnataka,6747,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,2AH,1,2026,Kalyana Karnataka,7303,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,2AKH,1,2026,Kalyana Karnataka,9965,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,GMH,1,2026,Kalyana Karnataka,3402,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,GMRH,1,2026,Kalyana Karnataka,6306,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTER SCIENCE AND ENGINEERING,S1H,1,2026,Kalyana Karnataka,21568,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,2AH,1,2026,Kalyana Karnataka,18610.5,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,3AH,1,2026,Kalyana Karnataka,15188,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,GMH,1,2026,Kalyana Karnataka,13937,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,GMKH,1,2026,Kalyana Karnataka,28083,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,GMRH,1,2026,Kalyana Karnataka,20558,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,S1H,1,2026,Kalyana Karnataka,81235,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL & ELECTRONICS ENGINEERING,STH,1,2026,Kalyana Karnataka,30780,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,2AH,1,2026,Kalyana Karnataka,8606,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,3AH,1,2026,Kalyana Karnataka,8469,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,3BH,1,2026,Kalyana Karnataka,4535,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,GMH,1,2026,Kalyana Karnataka,4505,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,S1RH,1,2026,Kalyana Karnataka,93588,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS AND COMMUNICATION ENGG,S2H,1,2026,Kalyana Karnataka,29649,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,2AH,1,2026,Kalyana Karnataka,7800,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,GMH,1,2026,Kalyana Karnataka,4364,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,GMRH,1,2026,Kalyana Karnataka,7577,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATION SCIENCE AND ENGINEERING,S2H,1,2026,Kalyana Karnataka,24846,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,2AH,1,2026,Kalyana Karnataka,42697,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,2ARH,1,2026,Kalyana Karnataka,78206,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,2BH,1,2026,Kalyana Karnataka,74206,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,3BH,1,2026,Kalyana Karnataka,38950,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,GMH,1,2026,Kalyana Karnataka,32773,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,GMKH,1,2026,Kalyana Karnataka,51211,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,GMRH,1,2026,Kalyana Karnataka,43858,2026_first_round_kalyana_karnataka.pdf
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICAL ENGINEERING,S3H,1,2026,Kalyana Karnataka,99657,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,GMH,1,2026,Kalyana Karnataka,86551,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,GMRH,1,2026,Kalyana Karnataka,92969,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVIL ENGINEERING,S1H,1,2026,Kalyana Karnataka,106459,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTER SCIENCE AND ENGINEERING,2AH,1,2026,Kalyana Karnataka,21213,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTER SCIENCE AND ENGINEERING,GMH,1,2026,Kalyana Karnataka,17496,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTER SCIENCE AND ENGINEERING,S2H,1,2026,Kalyana Karnataka,42604,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS AND COMMUNICATION ENGG,2ARH,1,2026,Kalyana Karnataka,42850,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS AND COMMUNICATION ENGG,2BH,1,2026,Kalyana Karnataka,55118,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS AND COMMUNICATION ENGG,3BH,1,2026,Kalyana Karnataka,28864,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS AND COMMUNICATION ENGG,GMH,1,2026,Kalyana Karnataka,25971,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",SILK TECHNOLOGY,3AH,1,2026,Kalyana Karnataka,204267,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",SILK TECHNOLOGY,GMH,1,2026,Kalyana Karnataka,138977,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",TEXTILES TECHNOLOGY,1H,1,2026,Kalyana Karnataka,169771,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",TEXTILES TECHNOLOGY,2AH,1,2026,Kalyana Karnataka,186361,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",TEXTILES TECHNOLOGY,3AKH,1,2026,Kalyana Karnataka,261833,2026_first_round_kalyana_karnataka.pdf
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",TEXTILES TECHNOLOGY,GMH,1,2026,Kalyana Karnataka,147482,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",CIVIL ENGINEERING,1H,1,2026,Kalyana Karnataka,38782,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",CIVIL ENGINEERING,2ARH,1,2026,Kalyana Karnataka,34669,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",CIVIL ENGINEERING,GMH,1,2026,Kalyana Karnataka,21025,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",ELECTRICAL & ELECTRONICS ENGINEERING,2AH,1,2026,Kalyana Karnataka,13189.5,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",ELECTRICAL & ELECTRONICS ENGINEERING,GMH,1,2026,Kalyana Karnataka,4226,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",ELECTRICAL & ELECTRONICS ENGINEERING,S2H,1,2026,Kalyana Karnataka,51306,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",ELECTRONICS AND COMMUNICATION ENGG,2BH,1,2026,Kalyana Karnataka,10827,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",ELECTRONICS AND COMMUNICATION ENGG,3AH,1,2026,Kalyana Karnataka,3384,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",ELECTRONICS AND COMMUNICATION ENGG,GMH,1,2026,Kalyana Karnataka,2074,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",ELECTRONICS AND COMMUNICATION ENGG,GMRH,1,2026,Kalyana Karnataka,3904,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",INDUSTRIAL ENGINEERING & MANAGEMENT,2AH,1,2026,Kalyana Karnataka,32338,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",INDUSTRIAL ENGINEERING & MANAGEMENT,GMH,1,2026,Kalyana Karnataka,24785,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",INDUSTRIAL ENGINEERING & MANAGEMENT,GMRH,1,2026,Kalyana Karnataka,41430,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",INDUSTRIAL ENGINEERING & MANAGEMENT,S3H,1,2026,Kalyana Karnataka,90406,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",MECHANICAL ENGINEERING,3AKH,1,2026,Kalyana Karnataka,236457,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",MECHANICAL ENGINEERING,3BH,1,2026,Kalyana Karnataka,15479,2026_first_round_kalyana_karnataka.pdf
E003,"B M S College of Engineering, Basavanagudi, Bangalore (AUTONOMOUS) POST BOX NO 1908, BULL TEMPLE ROAD,BANGALORE",MECHANICAL ENGINEERING,GMH,1,2026,Kalyana Karnataka,13662,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",CIVIL ENGINEERING,1H,1,2026,Kalyana Karnataka,93237,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",CIVIL ENGINEERING,2AH,1,2026,Kalyana Karnataka,99799,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",CIVIL ENGINEERING,GMH,1,2026,Kalyana Karnataka,76759,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",CIVIL ENGINEERING,GMRH,1,2026,Kalyana Karnataka,84042,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",CIVIL ENGINEERING,S1H,1,2026,Kalyana Karnataka,121170,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",COMPUTER SCIENCE AND ENGINEERING,2AH,1,2026,Kalyana Karnataka,13717,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",COMPUTER SCIENCE AND ENGINEERING,GMH,1,2026,Kalyana Karnataka,9104,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",COMPUTER SCIENCE AND ENGINEERING,GMRH,1,2026,Kalyana Karnataka,14995,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRICAL & ELECTRONICS ENGINEERING,2AH,1,2026,Kalyana Karnataka,37570,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRICAL & ELECTRONICS ENGINEERING,GMH,1,2026,Kalyana Karnataka,25309,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRICAL & ELECTRONICS ENGINEERING,GMRH,1,2026,Kalyana Karnataka,34389,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRICAL & ELECTRONICS ENGINEERING,S2H,1,2026,Kalyana Karnataka,106067,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND COMMUNICATION ENGG,2AH,1,2026,Kalyana Karnataka,23649,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND COMMUNICATION ENGG,2ARH,1,2026,Kalyana Karnataka,28046,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND COMMUNICATION ENGG,3AH,1,2026,Kalyana Karnataka,22860.5,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND COMMUNICATION ENGG,3BH,1,2026,Kalyana Karnataka,18082,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND COMMUNICATION ENGG,GMH,1,2026,Kalyana Karnataka,17143,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND COMMUNICATION ENGG,GMKH,1,2026,Kalyana Karnataka,20898,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND COMMUNICATION ENGG,S3H,1,2026,Kalyana Karnataka,42686,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND INSTRUMENTATION ENGINEERING,3BRH,1,2026,Kalyana Karnataka,47485,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND INSTRUMENTATION ENGINEERING,GMH,1,2026,Kalyana Karnataka,37868,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND INSTRUMENTATION ENGINEERING,STH,1,2026,Kalyana Karnataka,64309,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND TELECOMMUNICATI ON ENGINEERING,GMH,1,2026,Kalyana Karnataka,35064.5,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND TELECOMMUNICATI ON ENGINEERING,GMRH,1,2026,Kalyana Karnataka,40219,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",ELECTRONICS AND TELECOMMUNICATI ON ENGINEERING,S2H,1,2026,Kalyana Karnataka,82037,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",INDUSTRIAL ENGINEERING & MANAGEMENT,GMH,1,2026,Kalyana Karnataka,49212,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",INDUSTRIAL ENGINEERING & MANAGEMENT,STH,1,2026,Kalyana Karnataka,110129,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",MECHANICAL ENGINEERING,2AH,1,2026,Kalyana Karnataka,76409,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",MECHANICAL ENGINEERING,2AKH,1,2026,Kalyana Karnataka,141031,2026_first_round_kalyana_karnataka.pdf
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",MECHANICAL ENGINEERING,2BH,1,2026,Kalyana Karnataka,91452,2026_first_round_kalyana_karnataka.pdf
